8;52;99;28;9
42;93;66;9;10
62;98;91;30;29
54;40;35;1;32
11;18;74;46;26
86;34;37;48;16
27;61;90;32;31
17;23;18;19;24
38;78;35;33;41
68;32;4;45;14
63;5;1;45;1
76;64;13;46;33
38;4;44;28;12
88;19;91;25;42
54;91;36;40;46
88;31;24;11;21
87;31;69;34;27
30;17;90;21;35
4;84;24;19;28
99;21;32;15;26
7;30;25;24;8
86;96;69;36;33
30;61;67;43;42
7;53;85;13;47
85;2;92;20;46
77;52;47;20;34
10;78;74;21;10
31;3;92;30;17
34;37;27;40;10
85;29;5;6;26
47;88;88;13;15
24;62;94;48;22
42;38;82;11;3
85;50;11;37;9
50;57;31;11;27
27;23;28;5;13
55;63;55;45;29
96;62;7;3;43
28;88;19;45;17
85;35;86;23;38
19;78;26;22;13
64;8;83;38;30
57;6;22;39;44
67;51;71;2;38
37;61;67;34;41
96;10;20;50;15
6;97;60;5;33
43;10;21;6;1
81;75;73;16;8
2;56;38;18;45
17;52;8;15;30
10;96;23;27;24
81;27;56;10;13
18;17;77;27;16
23;29;40;20;38
53;28;21;19;10
28;93;42;2;28
38;44;38;13;20
12;90;50;24;6
97;68;29;1;9
86;33;5;31;34
59;22;59;5;32
18;8;71;11;19
15;18;11;29;28
26;70;37;6;23
91;7;97;5;20
23;2;2;5;23
35;54;45;45;29
62;7;23;22;3
46;48;91;28;13
77;30;57;8;49
90;65;23;6;38
76;11;44;38;22
52;30;9;20;19
50;92;88;49;26
72;23;40;48;43
48;19;69;3;41
49;72;19;23;29
39;48;52;4;35
20;28;8;21;14
82;15;1;9;49
54;31;34;36;17
60;74;76;49;25
54;28;42;27;40
36;52;2;28;37
93;69;27;41;36
40;9;31;39;29
31;82;61;30;5
6;27;61;40;16
21;13;15;43;11
73;47;9;40;15
16;14;43;13;14
81;42;38;22;6
97;92;59;44;49
34;19;17;50;8
35;46;11;46;6
75;82;51;12;21
9;89;31;49;50
48;45;48;38;35
5;41;48;6;23
76;84;7;50;24
36;8;68;33;30
49;84;35;7;35
32;38;23;34;19
71;97;39;32;40
21;50;78;4;12
93;4;59;45;9
44;42;55;41;2
33;87;12;25;24
41;28;18;1;18
86;48;30;2;20
42;70;65;42;24
8;40;67;24;45
92;55;1;41;29
70;75;6;31;7
26;92;75;24;21
96;88;44;33;23
64;65;99;48;10
36;45;92;5;30
54;42;43;18;50
66;21;36;36;44
27;8;5;3;7
100;55;5;12;24
72;58;76;22;30
35;1;12;13;21
89;62;62;24;29
24;26;82;23;5
88;48;97;15;19
24;84;18;5;33
2;43;52;25;3
71;59;50;40;6
25;65;69;37;50
33;57;24;23;9
94;37;5;22;7
6;6;64;32;31
78;24;50;2;32
100;97;46;25;34
45;16;88;31;16
10;15;48;42;46
36;87;79;30;50
67;77;1;2;46
27;61;78;4;45
13;12;64;49;23
64;88;17;50;12
69;32;22;46;46
27;43;97;44;39
65;96;52;12;34
70;25;65;5;19
30;20;38;39;17
81;70;70;35;33
91;86;84;22;8
54;53;84;9;43
20;5;53;40;48
26;67;97;28;8
17;42;28;16;12
34;94;40;49;20
93;85;100;19;9
15;4;25;12;27
91;83;77;43;10
80;24;19;50;9
69;25;42;12;43
86;49;66;19;7
53;59;38;20;38
70;24;62;20;44
65;50;85;17;27
59;80;96;9;5
2;40;1;26;25
2;66;85;26;13
35;83;40;2;19
47;98;41;12;4
99;43;96;46;17
61;14;84;39;10
28;78;14;36;22
69;61;87;21;46
49;82;54;11;23
43;3;20;35;5
91;58;73;1;44
84;59;28;24;4
71;77;54;34;19
95;22;70;4;7
66;99;99;3;34
9;85;43;34;35
42;80;36;40;14
41;12;2;36;11
16;56;70;38;27
84;71;85;22;9
22;46;100;33;21
48;94;89;14;14
1;84;85;2;27
49;33;97;40;19
40;68;44;35;39
14;54;85;45;22
42;13;76;43;3
69;64;52;21;45
99;94;17;42;7
93;36;62;15;31
48;13;36;20;49
41;95;11;31;50
13;50;56;13;21
50;87;21;33;37
7;38;100;31;19
56;49;19;43;5
27;94;39;12;46
1;26;72;24;44
68;70;60;8;31
13;64;71;23;2
82;46;98;35;28
30;88;39;42;20
80;53;8;20;1
15;91;61;34;42
15;85;44;6;4
12;82;47;3;9
7;33;17;1;47
51;56;62;28;27
48;48;61;26;23
77;38;39;44;49
35;66;75;14;5
6;83;89;17;16
57;67;12;47;29
85;56;3;45;34
33;79;87;25;9
54;35;18;4;17
46;54;55;44;16
60;73;17;11;25
100;52;59;5;25
81;57;93;24;8
95;31;13;27;42
77;71;76;45;28
8;96;41;19;15
15;11;55;2;8
61;10;91;4;8
63;26;79;46;40
44;95;57;21;35
76;9;27;21;50
23;37;45;21;2
29;64;38;19;7
79;50;16;44;31
60;21;89;7;40
91;1;33;13;49
27;96;65;21;15
87;72;17;42;42
98;78;26;4;15
91;95;2;43;49
45;76;51;10;20
91;49;49;31;6
58;78;94;8;8
59;95;70;8;28
22;1;54;18;37
58;43;52;40;1
10;23;71;48;34
42;72;20;12;36
14;18;8;27;19
85;93;22;43;29
36;24;42;49;19
51;96;57;32;19
62;2;86;4;19
96;97;40;39;13
98;91;30;10;13
5;74;57;45;42
63;7;22;13;46
16;80;93;2;44
93;91;45;45;28
20;20;16;27;21
37;54;97;30;37
97;17;7;16;28
54;2;88;14;31
83;20;52;42;15
62;2;12;2;31
25;25;8;44;45
14;23;45;11;40
54;72;15;16;5
86;37;20;10;40
9;83;52;36;6
15;20;31;43;30
56;5;95;8;11
16;61;71;2;40
68;81;87;1;34
70;40;39;32;33
66;32;79;28;40
5;72;24;44;13
56;4;53;17;41
56;39;50;2;32
5;82;27;14;44
6;67;12;2;2
15;70;19;48;20
13;81;11;24;14
59;7;1;25;8
82;78;38;16;6
58;71;32;24;17
11;75;34;26;15
67;8;73;44;26
89;15;16;16;50
58;40;33;16;40
53;33;20;43;46
46;24;30;1;15
83;2;95;29;3
89;51;59;28;46
82;7;54;25;10
11;6;15;4;29
98;61;20;18;30
38;38;60;33;22
38;26;16;26;4
95;20;2;24;37
86;90;53;50;41
96;5;18;2;10
25;20;41;47;25
94;26;54;30;44
95;76;85;12;11
9;39;7;25;30
95;73;100;1;35
43;28;18;23;28
13;83;100;36;30
100;27;64;20;1
30;36;53;49;32
50;20;68;42;39
90;91;86;28;42
24;89;85;6;46
56;1;20;21;25
19;28;92;3;11
45;28;63;39;21
93;72;67;27;8
42;34;80;50;4
99;81;5;36;27
91;96;76;10;30
69;35;87;50;35
66;87;21;3;11
14;21;89;36;48
66;78;80;9;18
92;40;84;4;35
24;11;65;21;29
98;93;9;9;48
31;65;17;12;35
4;52;44;5;22
39;98;24;31;8
4;10;69;49;9
64;16;5;37;32
97;84;78;26;42
51;27;40;33;18
58;9;57;8;27
27;36;30;36;1
32;100;35;49;29
37;85;96;34;50
97;59;78;50;1
74;25;52;31;21
98;2;38;8;20
64;84;92;33;2
96;69;21;4;5
98;66;73;19;3
31;91;24;32;8
88;19;38;47;3
49;54;20;35;11
42;27;44;9;2
31;59;2;8;37
98;41;40;5;9
21;99;88;4;40
96;33;73;37;5
7;35;35;12;26
23;85;1;37;38
100;72;2;1;29
63;77;52;16;26
39;79;17;32;48
63;98;76;7;38
5;15;53;23;13
48;72;44;42;1
23;49;83;46;15
68;55;70;3;20
22;45;53;48;8
13;25;57;46;46
98;3;48;30;21
92;49;95;1;43
38;13;29;15;23
21;78;18;48;42
12;84;86;1;4
79;28;9;41;43
87;85;16;30;22
70;4;19;41;12
29;23;23;18;46
77;96;91;48;44
21;93;49;46;45
58;90;11;24;8
60;43;26;38;18
78;14;22;15;47
38;19;29;19;41
85;67;40;13;31
78;9;81;47;14
32;2;86;2;44
7;10;93;30;40
13;57;14;31;46
16;30;22;46;38
81;28;95;18;10
89;2;97;48;28
74;47;29;40;49
83;55;17;2;46
18;19;14;8;6
29;85;40;43;41
44;71;44;16;38
35;52;45;43;36
99;33;64;5;21
36;53;37;15;50
89;54;48;20;5
56;3;44;3;44
9;81;67;38;2
72;96;91;28;26
5;42;45;30;39
59;79;53;4;46
59;74;96;2;24
82;86;25;22;5
78;28;6;35;12
20;14;57;8;10
57;24;57;23;23
16;67;75;5;3
35;21;100;45;2
9;87;92;25;2
83;77;97;36;44
20;93;65;43;19
7;99;28;14;24
14;17;25;15;11
32;33;48;50;12
30;23;59;24;27
1;46;25;25;8
78;2;72;47;50
94;40;52;11;26
35;92;29;29;19
18;99;14;23;25
22;32;39;27;1
6;81;54;44;49
75;91;47;46;10
19;59;90;34;41
11;27;67;38;12
8;70;98;32;26
70;4;4;5;40
71;32;4;18;46
15;41;87;36;14
73;47;93;34;35
25;18;66;9;16
8;92;27;2;3
12;34;9;32;50
53;44;63;33;22
8;18;34;6;37
61;76;42;39;17
83;18;93;40;41
50;84;99;14;29
47;58;16;1;10
22;79;1;44;13
26;92;15;15;15
14;95;25;12;46
64;21;18;36;26
27;17;14;1;34
44;54;20;9;49
12;1;69;5;32
66;40;64;17;48
93;51;45;18;6
30;62;20;6;39
36;16;94;28;5
82;19;65;35;1
20;52;96;45;48
35;78;33;7;22
69;6;79;49;13
50;61;100;42;5
26;40;10;22;46
17;14;20;26;18
84;82;29;9;33
39;45;19;35;45
95;24;87;18;26
83;31;71;1;21
39;71;58;39;13
70;11;44;21;30
70;36;21;39;24
19;42;6;28;24
40;51;70;31;46
88;87;59;29;4
67;57;97;49;16
39;62;29;22;16
7;55;74;25;5
75;73;30;5;48
68;65;44;21;40
52;36;43;10;21
19;8;2;50;34
30;34;46;7;7
6;22;17;26;3
22;79;90;19;10
99;66;80;10;28
69;68;54;41;45
23;65;66;15;40
90;79;77;19;47
8;72;52;48;9
5;11;30;36;14
78;17;37;6;44
61;1;1;15;34
88;88;11;24;34
4;35;9;16;17
41;84;56;27;50
13;12;38;49;4
91;2;17;7;27
45;34;90;23;36
79;44;6;2;11
13;24;73;3;7
53;43;79;18;18
84;41;62;49;9
51;93;73;42;1
20;6;83;44;10
45;47;94;13;38
3;66;99;1;6
43;79;42;39;22
34;22;26;27;23
98;33;56;5;20
74;15;58;49;27
82;93;51;50;37
69;72;27;2;44
79;24;4;17;14
69;2;59;3;23
3;7;35;18;1
44;12;64;30;33
69;38;46;35;19
92;48;86;4;12
41;72;76;7;46
3;45;53;11;8
67;2;41;48;7
67;79;49;4;50
40;82;6;37;43
1;42;62;6;42
99;36;86;2;29
12;78;28;2;7
5;83;59;22;22
56;74;4;20;6
19;8;16;23;18
67;28;49;34;38
41;71;4;37;22
74;35;1;17;33
4;73;69;41;11
81;89;15;26;3
43;97;36;10;29
45;33;21;3;18
76;67;85;44;32
63;50;25;23;12
80;62;85;30;26
5;21;15;44;5
79;99;7;38;43
68;31;89;20;19
31;40;31;16;46
94;96;15;34;26
44;25;48;31;9
51;37;2;5;26
47;52;79;16;28
98;74;20;47;11
58;9;51;37;12
21;70;94;12;36
40;77;83;17;7
34;70;39;25;20
57;99;90;1;21
19;2;66;8;24
83;21;31;28;2
85;4;62;48;39
47;36;38;38;6
15;100;84;35;26
31;42;38;11;2
89;61;93;5;37
45;93;87;41;8
47;65;75;11;17
65;38;88;10;26
53;3;45;17;19
8;23;19;39;37
23;69;16;26;15
64;68;51;37;40
35;38;38;49;32
76;39;48;23;13
91;52;57;44;29
86;57;84;16;17
2;72;80;23;49
73;62;13;6;46
17;23;9;12;49
65;98;16;38;1
85;3;62;8;19
88;46;14;31;41
43;79;57;12;36
33;40;40;4;12
5;20;12;28;26
11;5;68;25;42
36;60;31;9;42
22;46;22;8;20
71;37;100;27;32
65;87;89;40;19
84;13;37;44;35
90;13;74;50;46
76;37;19;7;22
74;85;73;21;4
52;49;74;1;43
77;98;95;5;10
67;85;36;17;16
94;39;52;49;19
81;89;1;17;40
79;97;58;3;17
90;58;39;40;39
47;64;40;5;46
58;46;75;40;49
18;56;99;21;33
42;74;67;1;5
6;33;16;33;29
33;71;98;13;9
35;21;11;19;32
53;31;1;12;28
14;66;3;7;15
99;67;31;23;4
28;89;70;5;43
96;7;1;47;30
18;91;38;34;9
82;89;38;39;9
46;17;96;15;46
18;44;46;31;33
73;42;48;28;22
31;78;96;46;47
69;52;69;25;11
51;34;71;3;23
46;51;16;1;22
83;94;20;17;29
25;99;19;24;40
84;81;71;15;35
93;78;39;7;2
53;25;44;13;21
83;12;16;18;4
94;26;93;6;8
32;80;78;29;49
73;56;32;35;37
83;41;32;32;40
92;54;61;5;44
64;37;56;21;22
99;55;75;31;37
86;24;90;23;45
41;23;94;9;31
17;37;45;29;18
8;34;95;18;1
51;96;71;35;49
56;1;46;38;24
5;41;29;50;35
29;47;96;23;28
74;52;67;47;14
31;47;56;3;43
80;59;27;29;42
66;8;3;3;15
36;96;66;45;27
98;39;65;12;6
84;11;4;31;39
72;89;12;7;43
24;100;30;30;26
2;8;36;22;11
44;37;25;48;5
74;98;91;5;3
74;57;17;21;4
95;41;66;13;8
91;15;30;14;24
87;58;64;21;30
6;4;58;31;47
70;94;15;8;23
24;66;58;37;27
69;75;31;34;1
14;52;54;14;16
5;27;20;25;34
98;56;33;9;34
51;72;47;1;49
64;12;21;1;7
58;84;23;44;18
62;53;21;49;21
26;11;18;48;22
30;65;91;25;50
49;81;17;28;5
12;82;24;30;26
84;55;69;22;1
52;85;4;17;48
63;63;75;16;30
37;49;19;24;7
40;42;68;39;46
67;69;34;30;39
33;31;53;50;34
59;85;98;25;17
83;13;97;43;34
16;26;35;23;25
46;35;62;39;19
62;16;55;18;2
78;5;27;10;16
18;87;37;38;13
78;4;4;47;36
18;43;67;23;27
43;39;25;47;12
70;11;6;30;7
40;92;41;16;34
49;85;58;29;30
35;20;37;20;24
55;57;52;37;15
36;66;37;4;20
30;91;95;30;23
45;59;99;38;49
42;50;37;27;23
57;65;9;35;2
80;7;62;10;45
15;98;31;3;16
92;65;92;35;27
90;83;48;40;43
37;21;17;32;28
50;96;21;12;22
30;31;30;21;31
66;92;19;2;27
22;76;87;7;28
54;28;90;19;12
10;67;44;34;47
94;96;40;23;50
91;8;13;20;45
12;26;64;18;36
45;27;6;26;46
69;65;38;12;11
55;47;25;30;34
64;90;27;5;49
64;24;58;25;47
38;20;89;40;2
10;22;89;7;16
68;83;40;38;6
68;5;51;18;7
22;83;37;50;6
12;46;61;19;23
32;76;93;26;27
33;11;89;33;8
23;1;13;26;30
59;35;3;16;41
13;89;10;8;38
73;99;87;4;28
97;42;86;39;38
62;5;88;22;20
65;15;74;27;43
13;60;27;34;11
94;19;79;37;29
35;92;77;18;24
66;66;18;26;48
89;65;37;31;43
36;29;10;38;26
77;92;90;4;17
68;99;12;43;2
21;72;61;29;19
85;98;34;17;10
49;39;79;6;22
12;69;62;3;23
80;80;28;21;46
92;45;100;12;46
60;38;33;12;22
13;77;15;23;23
75;22;17;27;23
17;100;97;41;17
35;7;94;7;3
44;36;48;30;45
81;14;85;17;45
3;73;10;45;24
59;16;61;8;36
95;50;22;34;25
48;53;97;18;36
53;55;34;5;50
72;33;78;37;29
12;92;27;23;12
36;90;94;19;4
41;63;26;46;23
34;72;8;50;44
81;72;89;30;43
59;7;50;28;30
100;16;18;8;7
95;41;8;29;25
89;7;87;11;33
89;21;14;36;48
27;70;73;38;9
29;12;89;42;26
76;46;22;8;18
84;3;7;13;43
97;72;32;33;34
81;25;66;14;27
43;23;45;42;42
99;20;49;48;21
91;53;67;9;24
63;53;13;31;45
33;99;81;27;34
77;63;20;46;10
68;18;91;33;24
22;72;15;37;13
21;47;90;32;35
64;46;89;38;42
67;5;47;36;3
13;75;11;17;17
24;89;95;11;43
7;44;54;45;44
38;50;80;26;2
57;34;67;40;30
75;25;50;42;41
85;75;28;42;3
43;54;32;38;40
11;74;57;27;34
44;38;52;46;19
54;32;79;27;4
32;24;7;6;37
58;32;8;26;41
73;61;89;17;19
36;47;77;38;35
44;86;68;7;20
89;26;7;43;41
70;25;23;4;17
55;100;59;13;18
41;11;16;23;47
93;82;51;2;47
11;52;66;48;19
52;35;1;44;26
97;19;97;38;32
21;28;46;1;19
15;44;2;5;37
80;3;86;30;5
78;5;65;35;31
36;95;13;17;1
59;89;72;11;42
11;51;84;28;35
55;34;46;36;17
74;50;96;4;14
41;62;16;35;35
88;97;76;28;30
33;19;7;36;26
50;87;16;23;33
17;71;37;50;13
85;9;46;22;16
43;61;28;13;13
61;50;91;31;50
100;40;64;37;17
12;30;12;35;16
50;88;49;6;33
44;85;80;13;43
19;85;21;25;27
10;15;2;4;41
45;25;8;25;30
75;26;71;2;2
47;3;75;46;26
32;12;3;4;29
47;24;63;16;10
70;97;64;39;21
63;51;43;35;26
45;50;16;12;43
49;50;13;3;40
44;23;74;10;15
73;56;3;44;46
37;74;63;38;25
73;46;47;37;6
60;80;87;16;32
63;84;12;30;23
23;50;23;44;34
1;61;74;42;49
69;22;7;25;37
57;7;69;26;33
27;18;67;15;31
55;23;45;43;36
3;40;62;2;8
37;51;10;9;42
97;70;55;31;39
13;51;13;3;20
98;13;63;23;36
24;60;39;16;20
30;87;80;6;30
81;41;97;20;30
15;29;89;26;34
17;17;84;23;38
43;88;82;41;11
42;37;45;48;12
23;65;18;45;48
34;7;72;4;19
51;7;18;4;27
1;36;24;34;2
12;40;29;44;21
35;90;85;7;10
2;99;93;2;3
95;44;80;32;2
61;32;16;47;12
48;98;40;2;26
52;86;69;11;20
82;83;24;27;50
69;93;55;49;42
43;1;76;10;16
32;11;93;34;30
48;3;93;32;27
5;4;93;28;36
8;30;9;20;10
3;80;93;50;43
46;90;10;47;42
12;24;26;31;46
38;72;12;33;10
34;19;51;41;23
71;9;31;9;13
8;39;88;10;24
46;72;75;33;25
42;34;58;6;3
7;89;67;45;11
29;87;83;18;25
58;42;75;42;4
100;9;30;29;20
82;92;77;19;8
79;67;53;38;41
17;46;1;3;18
48;23;66;12;4
78;26;62;9;8
11;72;58;33;14
24;89;3;7;30
94;97;65;49;3
66;79;78;49;30
31;33;77;6;30
89;97;95;29;41
83;99;28;7;31
12;93;74;8;20
28;60;17;1;15
40;12;58;10;40
73;21;59;25;16
6;66;36;23;27
27;95;23;14;28
97;69;5;13;48
3;93;35;46;43
48;25;74;5;31
95;89;35;27;39
14;19;26;30;22
67;94;93;5;25
85;46;93;31;17
84;43;70;35;36
71;5;43;35;31
63;93;52;10;30
75;75;27;35;1
49;79;83;42;31
35;6;4;28;43
70;14;77;11;21
100;25;5;43;24
45;86;92;50;13
99;67;90;36;27
88;67;37;40;27
36;15;94;12;4
5;89;12;34;46
7;64;46;49;50
16;41;37;27;10
49;84;22;5;23
25;56;5;40;26
27;38;46;37;8
89;73;85;18;21
81;14;44;20;5
37;99;52;19;37
20;21;79;8;28
23;39;68;29;50
44;1;87;43;14
49;93;9;48;36
84;20;16;19;49
65;54;39;1;23
100;91;46;37;20
78;88;96;20;35
47;93;77;10;17
34;93;89;29;46
68;33;42;20;21
10;5;37;15;13
42;27;11;7;27
64;43;14;21;44
32;61;63;5;28
14;61;47;23;28
54;55;84;36;40
24;62;7;38;20
14;85;12;32;43
40;89;22;39;43
9;7;83;14;46
32;21;99;1;10
53;58;44;46;44
44;52;1;25;3
4;12;34;49;33
54;96;28;18;2
85;78;43;22;3
90;35;30;16;16
62;57;20;10;2
34;31;66;26;23
67;93;43;22;45
20;31;5;18;37
100;50;20;3;37
88;89;57;46;12
85;92;31;44;26
53;96;30;50;43
68;27;27;6;35
65;98;72;23;41
81;42;31;13;4
2;53;52;27;7
16;89;95;44;6
42;52;49;36;4
87;49;23;10;29
90;90;26;10;43
34;49;56;35;3
20;29;68;4;48
72;26;1;13;9
3;48;64;16;38
85;60;8;39;46
97;47;25;45;16
8;95;39;13;20
86;17;79;30;47
91;64;67;43;3
50;69;17;13;3
64;83;73;27;25
78;11;43;38;26
19;27;29;5;23
40;15;93;2;35
33;90;16;21;27
4;81;93;34;13
89;17;6;25;5
34;41;3;20;20
9;61;75;32;42
43;28;46;9;13
99;37;22;20;50
79;73;47;27;15
44;82;36;25;5
46;16;19;43;42
60;70;57;8;1
47;10;68;38;42
33;99;32;14;42
11;79;26;1;28
33;100;96;19;26
21;10;11;6;37
43;9;56;46;34
59;83;54;18;12
25;1;100;40;14
75;18;33;39;4
33;98;51;49;48
92;50;54;21;17
9;72;10;30;34
62;17;63;8;43
25;43;58;28;34
47;77;96;38;44
52;38;83;9;15
80;6;25;33;16
77;76;86;44;19
43;44;34;2;32
25;43;78;20;22
47;58;71;24;32
10;11;83;42;44
7;38;18;29;36
72;16;92;13;9
88;4;39;43;36
43;16;46;43;41
46;83;32;32;42
73;20;71;50;8
4;33;83;43;16
44;92;86;11;31
68;2;54;6;26
23;80;96;19;44
44;57;24;14;24
59;78;71;8;6
49;19;88;28;47
31;34;91;36;39
61;91;54;19;28
61;44;85;18;10
20;17;15;3;43
10;94;83;16;7
39;91;22;10;14
74;8;6;4;11
79;37;37;20;34
5;76;9;20;24
88;77;52;6;8
72;56;90;2;30
4;97;41;13;29
12;27;58;6;32
1;17;5;42;44
59;27;44;20;42
95;10;44;48;41
84;17;83;34;21
18;28;24;16;28
55;42;41;20;32
76;45;52;15;22
59;58;44;43;16
86;32;19;50;24
60;23;81;11;36
9;43;29;32;17
90;8;67;33;46
19;2;23;5;5
93;93;85;6;45
35;65;2;4;14
35;1;49;4;31
7;46;8;37;3
36;12;56;23;27
82;6;37;28;34
6;42;34;28;14
88;97;64;49;22
60;80;76;8;22
47;51;75;7;20
29;68;21;10;8
41;49;53;28;48
81;1;69;17;23
56;49;23;20;43
11;28;76;6;44
28;8;44;37;1
17;32;38;20;46
49;16;41;22;23
59;86;27;28;45
54;39;32;1;26
69;22;20;18;12
65;92;82;47;50
67;59;43;21;31
22;15;2;39;11
70;54;31;2;2
90;54;5;33;11
72;29;22;21;34
76;33;40;25;20
73;37;93;24;34
79;29;4;18;25
56;88;11;2;30
93;49;71;42;13
65;91;54;40;15
90;69;75;19;7
97;65;27;3;20
74;27;55;15;28
51;61;6;35;17
81;18;49;18;5
100;89;67;1;15
22;7;93;3;8
74;6;42;31;48
1;51;39;49;29
89;99;26;5;48
96;33;44;20;41
92;5;55;31;15
3;50;40;13;21
99;77;71;1;40
8;75;10;13;2
35;58;91;24;26
62;17;40;48;11
93;28;90;4;14
55;21;75;5;12
5;16;13;38;15
97;77;38;18;7
83;89;5;49;49
37;24;51;13;32
41;67;6;49;35
6;21;79;50;39
75;53;50;38;25
62;89;92;32;39
23;15;49;25;7
62;54;9;43;2
99;23;19;40;30
55;100;84;7;22
72;24;79;43;4
19;6;35;16;44
