86;86;64;13
17;52;31;19
81;25;33;11
60;75;6;11
64;74;86;49
81;26;98;47
45;63;39;5
62;70;72;21
83;100;47;39
94;61;62;47
1;51;81;32
88;60;65;13
33;24;8;47
1;54;88;23
100;68;92;37
28;4;55;9
91;75;68;15
86;36;17;3
2;94;82;40
75;85;84;1
53;21;49;1
46;34;81;36
63;100;34;8
87;8;89;43
91;71;66;39
97;18;40;30
78;34;82;13
25;50;67;34
17;4;42;19
83;91;30;44
62;54;23;25
68;85;96;48
37;3;92;46
83;10;94;15
32;56;50;20
75;53;70;37
75;52;44;12
9;76;28;35
23;14;89;34
17;27;41;14
47;27;16;44
34;51;15;31
95;3;99;42
32;73;100;21
34;27;65;8
9;32;47;4
8;16;20;13
4;55;62;23
73;61;22;37
11;76;63;20
49;47;15;17
95;69;93;22
78;62;27;38
12;64;66;4
2;19;8;31
91;74;88;20
36;3;91;47
87;47;20;2
80;60;40;31
76;43;10;23
88;54;26;35
44;59;8;24
90;92;23;1
96;46;41;9
2;71;45;31
68;13;64;29
40;57;38;16
16;99;21;36
32;59;49;45
81;42;10;26
45;11;88;35
79;38;51;26
92;1;63;3
25;58;35;33
72;47;43;31
24;76;97;15
21;6;54;18
83;38;75;19
81;13;39;30
18;50;55;23
83;27;21;3
40;43;20;25
98;63;83;29
53;83;10;36
25;39;69;3
71;8;87;3
59;11;5;33
45;41;25;22
82;85;21;36
29;58;81;22
17;84;89;7
49;16;63;9
32;95;64;12
11;74;60;21
41;61;61;47
15;98;57;20
23;65;42;1
37;13;11;20
100;82;20;13
42;9;7;42
20;38;28;23
75;44;77;30
84;3;10;19
82;89;4;48
35;44;52;10
29;48;62;49
16;78;45;49
83;63;67;28
40;84;41;47
35;1;3;45
61;61;49;19
18;67;9;21
65;3;86;18
58;98;38;25
7;69;40;10
62;73;28;42
76;62;98;35
89;66;5;4
76;23;29;28
13;43;49;48
98;100;69;31
32;61;81;43
53;52;95;9
70;19;37;40
91;11;88;11
59;13;41;49
51;1;48;47
6;39;62;2
33;49;56;39
4;94;46;35
63;59;17;27
40;98;1;5
30;35;51;27
97;66;42;8
19;20;45;4
43;70;76;4
11;3;36;13
41;62;95;7
35;68;26;25
90;74;46;45
22;3;13;32
31;56;96;7
3;95;83;3
20;79;83;20
66;55;47;3
59;9;94;48
1;42;50;22
46;43;85;35
57;54;36;47
65;80;93;1
14;51;18;19
24;30;73;17
100;78;96;20
30;97;64;12
21;58;15;41
59;70;92;19
32;34;29;44
29;2;1;35
65;16;60;45
27;94;54;1
46;60;96;19
36;86;99;40
3;19;83;18
8;11;53;15
29;80;79;28
3;81;20;28
99;98;20;21
6;47;87;14
55;100;9;3
54;40;90;20
7;38;100;14
60;33;19;46
91;11;34;37
66;27;79;13
96;3;59;21
54;2;14;19
17;9;59;49
38;19;31;46
57;49;34;13
12;34;12;39
64;99;69;28
83;55;96;3
39;3;18;25
4;33;52;39
47;100;17;13
51;16;46;29
95;17;63;9
88;33;61;40
98;52;17;13
87;74;79;4
9;73;92;17
40;85;10;15
38;40;17;26
9;25;33;17
1;58;78;7
65;28;39;32
62;94;88;45
39;52;22;28
46;37;96;41
12;7;52;46
92;56;26;24
66;67;6;15
39;58;59;35
48;38;48;23
95;72;63;27
65;20;92;31
30;4;24;11
34;22;38;6
98;44;45;24
34;44;46;14
90;91;66;42
64;13;97;18
33;22;68;9
12;85;78;11
70;51;86;43
16;94;51;31
14;67;78;38
84;37;81;44
64;55;39;1
81;48;78;42
31;31;34;1
21;92;15;28
38;10;57;17
9;28;92;37
78;63;67;5
78;25;57;14
3;98;73;2
11;66;6;24
48;55;47;25
14;42;97;37
34;64;100;3
51;25;59;18
20;57;71;43
86;38;47;15
69;70;2;16
65;61;84;28
16;7;44;34
74;3;32;5
69;86;74;6
37;38;24;48
58;97;94;44
51;23;78;16
35;98;65;50
13;14;33;40
11;83;4;22
12;75;61;9
1;89;13;30
16;76;9;26
73;35;82;19
40;82;98;41
17;81;21;28
37;28;35;36
87;29;26;25
34;2;71;20
100;23;47;21
3;75;15;35
50;53;9;26
70;7;55;47
74;20;12;17
19;46;70;15
54;66;99;22
19;48;90;33
7;36;100;29
15;68;70;2
89;78;86;48
24;36;94;8
96;97;69;11
23;93;31;46
26;12;94;39
25;10;66;15
3;20;4;35
68;22;51;50
96;95;68;33
30;23;17;28
88;17;52;3
62;86;83;28
11;13;58;50
72;76;2;20
89;68;84;27
60;15;81;42
76;8;73;44
49;46;84;22
93;32;21;36
98;47;3;3
25;94;34;35
54;40;20;5
78;71;67;19
81;27;99;35
97;35;67;17
73;24;26;2
18;62;21;49
66;36;86;4
25;65;49;37
12;75;61;31
98;71;82;13
64;70;92;24
68;93;11;5
43;92;40;36
51;93;87;46
3;45;35;46
83;56;89;26
55;80;42;44
55;74;17;11
73;77;76;45
46;86;67;26
80;50;89;3
15;46;16;8
57;7;10;23
43;37;5;3
85;36;30;46
92;42;29;45
53;62;83;38
14;89;4;18
56;41;51;31
68;93;1;48
41;56;88;19
48;76;50;19
48;56;33;42
95;81;86;36
50;78;38;8
77;74;11;14
64;77;17;48
16;3;29;33
17;90;40;34
57;63;97;6
31;47;12;24
31;49;29;41
50;50;60;3
47;69;9;31
93;26;80;40
47;34;13;44
25;97;26;50
83;82;80;47
3;79;25;35
46;29;56;48
22;44;81;31
70;12;71;49
31;6;11;34
25;89;25;20
84;97;88;19
56;93;90;7
33;9;57;42
22;38;29;48
3;41;69;8
84;70;6;47
26;96;96;37
35;28;75;30
83;56;45;13
11;69;95;33
8;37;18;6
25;80;9;19
90;36;54;40
95;84;82;22
75;39;33;18
6;56;83;17
41;91;92;47
14;89;74;8
85;77;53;21
27;14;26;45
45;30;42;35
37;5;24;27
2;6;51;33
38;15;14;22
70;66;51;7
2;27;77;6
56;81;62;42
26;80;34;42
72;61;27;50
57;42;24;42
19;66;22;41
65;9;83;38
96;72;60;18
95;19;98;15
76;41;94;43
21;37;71;14
80;20;89;11
85;53;62;16
24;80;92;6
66;94;51;8
98;45;84;11
59;13;94;10
54;8;31;29
56;5;38;38
70;4;8;36
76;62;14;8
3;17;80;28
20;8;6;14
99;80;28;14
84;4;58;46
62;75;38;3
66;33;33;1
55;75;26;16
42;27;86;5
84;85;15;44
15;22;42;21
81;44;15;22
25;12;50;41
62;96;13;25
42;62;84;20
40;89;97;43
48;95;20;32
95;17;93;6
58;37;53;39
16;12;27;40
7;30;23;32
96;86;40;50
11;79;45;14
33;35;82;15
84;59;18;26
40;27;35;35
25;71;88;37
43;13;78;37
27;48;53;47
95;72;3;20
45;72;22;3
66;41;7;24
7;36;80;39
9;75;17;37
93;59;94;7
17;28;89;35
6;56;29;20
86;82;93;32
80;82;54;36
2;5;1;34
64;94;65;33
69;93;66;7
83;70;51;9
3;57;45;12
21;23;56;38
68;34;25;22
64;4;3;27
63;93;38;33
51;11;19;43
38;73;4;31
71;24;14;24
8;67;48;6
32;61;77;18
93;94;65;6
37;40;85;14
46;78;17;43
54;57;33;1
24;4;36;46
32;56;87;38
85;46;77;16
96;80;56;2
50;25;13;17
58;80;42;12
4;9;70;2
29;57;72;22
8;46;6;9
84;85;59;39
31;34;37;41
60;24;36;2
29;66;41;38
58;92;38;20
50;82;12;16
91;92;33;8
50;66;2;48
18;39;24;6
41;23;31;29
87;67;91;39
95;5;98;50
14;6;14;8
97;21;77;39
67;79;69;22
15;91;72;7
28;57;49;18
98;99;62;41
76;76;94;6
28;63;44;48
2;80;21;14
74;76;84;47
60;61;51;47
37;3;71;12
74;32;19;19
68;33;26;43
34;30;4;46
84;21;40;48
35;62;17;49
54;3;85;44
70;62;5;46
15;18;74;48
94;40;33;24
96;9;81;30
48;94;98;18
43;87;28;50
59;64;20;3
15;70;17;32
32;93;58;10
54;37;26;5
85;24;16;34
100;30;62;47
64;61;14;18
23;13;41;36
98;36;52;16
8;97;52;49
49;10;38;16
46;88;98;19
53;80;60;41
46;51;57;38
90;97;15;21
83;79;22;33
10;61;69;18
99;8;24;40
79;6;5;28
34;91;58;50
80;43;48;50
62;85;75;17
84;70;67;35
43;3;51;23
41;13;5;16
10;40;78;28
54;31;20;36
92;32;31;8
48;27;97;17
8;86;22;47
80;23;16;29
50;12;24;32
37;19;25;32
75;89;39;24
56;73;92;42
86;68;60;41
77;45;69;24
34;55;29;28
39;78;58;45
67;24;28;20
38;89;88;11
78;59;9;23
66;27;70;14
74;29;67;19
4;63;6;49
92;89;65;47
26;76;47;10
99;100;55;38
17;50;85;20
57;4;6;9
89;43;95;43
50;34;1;24
19;20;74;16
5;63;100;26
49;22;93;13
47;14;5;35
61;13;84;20
42;13;97;24
82;62;44;33
27;59;8;45
19;41;83;33
40;87;39;28
80;80;78;23
46;52;75;17
93;85;45;46
12;66;60;8
37;32;94;5
61;88;18;9
100;85;81;18
18;12;50;17
77;77;39;31
47;15;84;13
17;26;36;3
18;52;4;11
16;79;10;11
76;38;48;10
85;35;29;27
16;43;24;11
45;62;61;22
78;25;72;14
43;58;58;4
37;53;18;21
91;29;16;23
20;25;59;46
81;25;77;50
25;51;66;46
73;45;22;18
72;17;89;6
34;66;39;5
28;83;41;38
49;83;5;9
50;14;72;17
37;10;10;5
31;6;39;8
1;93;89;39
64;39;72;24
82;68;91;47
86;83;31;12
85;8;44;6
16;77;85;6
98;85;58;30
18;95;9;22
73;57;29;3
48;100;44;45
19;94;73;18
81;36;86;30
47;7;32;32
77;83;39;37
33;10;11;47
72;15;74;37
94;97;57;4
47;7;49;38
24;22;35;28
59;95;94;10
73;22;41;47
95;69;60;46
45;54;31;31
22;73;66;41
54;68;45;39
32;13;35;47
19;85;1;36
68;22;83;27
70;15;83;33
32;98;47;48
43;91;2;25
87;29;100;43
23;29;77;17
12;25;85;7
26;95;44;42
50;1;57;21
87;16;49;3
98;69;1;28
63;89;11;26
18;69;94;44
2;94;59;23
91;76;46;41
78;16;87;47
100;42;91;48
64;26;13;16
37;76;58;27
58;67;93;18
32;34;32;48
20;25;36;3
47;80;51;18
19;27;61;22
68;2;31;11
60;91;47;12
62;33;58;3
35;87;10;12
96;21;55;19
19;55;92;29
33;21;28;35
86;70;5;11
31;26;36;22
79;56;30;36
54;44;8;40
79;91;57;28
44;11;33;22
57;5;35;13
69;22;20;18
44;15;71;29
98;54;5;19
61;63;10;22
34;45;76;20
69;26;29;44
83;43;80;46
29;54;97;6
41;35;44;28
28;68;34;11
31;39;74;17
48;19;21;9
56;71;59;8
30;91;100;26
88;45;75;21
42;24;23;44
73;96;5;36
96;92;20;9
67;36;72;21
39;5;51;44
28;53;35;3
18;94;24;35
36;90;24;44
69;9;39;46
52;60;75;27
4;84;49;8
46;89;26;1
9;93;46;12
8;86;100;24
84;28;23;32
87;87;46;34
34;29;67;27
69;78;95;25
38;34;73;6
15;12;76;27
33;60;69;19
4;50;79;3
68;64;57;48
56;28;11;48
29;61;53;39
42;48;70;50
49;51;22;43
41;50;77;2
3;75;97;10
39;94;43;46
19;62;93;10
32;35;55;20
91;30;47;1
81;96;76;36
29;91;57;33
43;24;47;28
49;85;10;9
8;84;54;26
77;74;24;22
74;98;21;36
85;19;26;6
15;29;61;42
88;13;57;46
12;27;30;25
16;7;79;41
13;1;51;36
98;67;32;6
27;33;53;38
60;2;63;43
86;81;80;24
54;20;84;38
97;42;71;27
24;37;67;18
20;12;64;32
89;52;3;37
42;50;63;21
71;89;83;4
37;22;100;20
23;52;76;15
73;19;1;36
28;47;75;30
25;83;81;14
50;41;20;41
4;10;89;46
83;94;6;2
81;47;61;34
53;13;50;27
97;93;56;12
53;24;42;18
38;19;20;50
24;65;26;23
35;10;95;5
22;27;6;21
68;8;10;29
9;54;19;11
73;92;32;6
39;98;69;22
100;69;52;36
3;52;84;15
59;81;90;2
23;38;38;34
86;94;35;41
3;7;99;19
48;95;32;42
77;29;41;38
57;33;95;23
62;21;28;35
85;55;65;22
18;81;46;30
75;38;100;38
87;71;21;20
100;44;36;27
66;67;82;22
45;40;60;22
94;32;95;33
82;38;31;14
67;32;93;45
37;13;9;6
8;58;95;37
50;30;29;11
27;73;54;45
19;28;22;24
33;81;57;20
100;95;63;42
66;15;76;46
88;70;82;24
66;83;54;30
93;73;93;35
73;81;71;50
71;34;51;7
53;78;60;30
8;66;63;38
37;17;33;11
4;66;36;27
25;34;82;10
82;43;66;8
86;39;57;46
49;47;88;1
2;87;82;48
91;57;100;27
82;15;7;33
41;40;18;49
55;86;100;37
74;28;25;38
35;58;52;29
91;91;20;13
64;27;35;29
47;96;12;29
68;6;22;43
65;57;87;39
53;63;14;23
23;74;2;19
91;74;11;7
55;96;72;49
39;90;5;23
27;14;39;22
51;25;25;9
11;97;94;10
69;50;77;7
79;28;54;29
54;58;35;27
53;95;61;44
67;13;7;20
56;20;21;23
45;31;10;30
81;8;5;46
17;59;8;15
21;67;65;43
48;50;36;14
76;77;44;4
20;92;51;28
98;7;55;49
57;85;68;43
54;89;9;41
32;9;36;8
96;55;95;50
78;55;43;7
20;84;53;15
63;17;74;4
95;88;55;33
8;70;72;25
74;3;65;33
80;29;92;24
28;85;55;45
2;16;1;41
34;14;82;20
18;4;88;3
83;25;27;48
83;25;80;35
40;55;20;10
81;77;68;35
89;100;86;29
78;93;38;22
3;34;20;29
2;16;6;36
13;65;97;5
43;25;26;40
53;7;90;19
100;89;15;4
89;58;80;48
12;89;6;7
44;77;32;11
68;62;72;35
36;61;73;5
43;75;14;41
94;50;88;26
79;51;17;38
83;63;58;29
47;66;78;34
54;88;70;50
28;87;40;23
17;18;68;3
64;7;74;25
67;59;21;41
87;56;25;20
48;9;24;25
44;100;99;45
49;18;100;4
17;14;87;36
32;60;30;49
12;24;14;28
79;22;19;33
5;65;13;43
58;48;16;23
32;88;21;14
3;31;31;20
80;47;82;20
15;95;47;45
100;24;65;41
84;96;56;9
2;5;80;24
21;22;97;48
52;98;8;19
75;44;82;28
31;17;46;43
42;48;69;49
83;69;79;36
6;94;64;45
69;13;28;15
40;28;77;22
40;35;28;32
44;91;37;3
47;75;3;24
52;14;97;15
47;43;30;21
42;72;16;23
2;38;8;38
24;85;94;3
38;20;7;31
26;81;89;50
67;22;38;26
16;92;9;42
35;8;52;45
40;26;25;6
73;77;25;29
84;48;65;28
35;51;45;38
52;42;62;28
52;77;70;47
97;85;67;39
28;10;56;31
38;12;76;42
33;3;73;40
44;33;79;20
64;12;68;39
55;95;6;11
94;33;28;10
23;83;95;21
60;62;46;48
10;17;96;30
83;31;59;41
44;89;37;44
53;55;100;9
80;72;90;50
28;40;55;46
86;3;40;5
94;14;17;17
91;1;14;37
63;89;49;20
91;81;27;42
20;69;19;43
42;100;64;29
75;44;70;12
72;33;77;11
45;97;45;40
35;50;35;38
60;52;29;46
95;20;65;43
29;30;17;31
99;62;82;15
40;74;44;1
50;80;14;42
16;93;15;9
61;60;92;22
67;53;76;21
72;77;13;36
11;1;59;30
53;90;80;8
5;38;87;13
4;12;62;32
32;98;48;34
26;90;9;47
49;56;14;18
58;91;47;49
79;34;56;37
55;86;7;41
17;26;57;30
18;32;71;17
13;61;27;2
80;71;67;34
72;1;36;47
39;64;57;37
91;97;15;50
80;98;98;50
36;4;92;42
78;29;81;38
10;53;6;7
8;15;27;12
48;40;11;6
26;4;28;36
97;64;70;45
4;32;34;41
25;18;77;22
94;14;54;26
46;8;65;27
26;61;95;14
92;8;28;39
35;50;27;33
41;79;54;19
42;96;14;20
61;17;90;27
47;89;91;18
81;60;50;16
68;56;69;42
54;20;35;17
3;35;96;35
79;26;40;8
98;50;99;40
30;59;41;31
30;66;59;13
32;14;49;4
13;72;31;12
72;23;66;21
57;20;73;48
31;67;51;32
80;95;52;8
64;61;62;23
64;7;49;12
30;93;61;3
49;54;48;44
74;22;38;36
26;75;33;33
5;92;82;26
6;8;57;18
72;33;30;14
46;100;12;12
77;60;55;15
21;74;4;5
22;23;50;4
61;97;86;48
74;35;12;5
79;46;5;14
27;20;38;23
78;4;41;45
69;38;4;33
11;87;29;48
67;89;98;9
35;10;85;48
48;13;41;24
57;87;91;16
30;42;25;9
99;1;46;8
93;62;52;36
1;71;85;7
48;86;97;29
2;17;89;39
75;3;21;27
18;77;20;40
97;98;58;16
81;61;79;26
41;70;4;9
96;84;52;28
19;10;48;6
23;34;49;8
41;86;76;2
54;72;79;35
78;33;9;39
72;66;88;45
32;60;99;27
90;26;15;36
24;82;39;28
77;19;66;15
32;78;14;48
55;24;92;35
4;49;12;24
22;39;71;27
21;5;89;42
36;96;90;47
80;27;74;11
12;94;48;4
46;97;95;39
10;54;78;18
90;40;15;11
84;53;74;17
42;71;91;47
54;58;87;23
83;59;69;24
34;75;36;41
54;41;60;32
42;77;91;41
74;92;7;49
90;22;28;17
80;54;41;49
69;72;60;41
8;17;35;2
100;36;79;5
13;15;12;37
81;99;72;14
39;1;97;35
14;97;53;44
100;6;49;37
78;87;91;32
49;42;71;7
59;4;63;4
16;86;73;36
49;80;82;49
55;75;67;16
16;96;95;32
37;57;22;29
24;90;31;19
34;100;75;18
16;49;39;43
66;15;25;8
84;10;63;45
38;37;77;44
83;7;95;36
13;11;99;31
30;53;50;45
39;7;99;11
45;7;76;26
50;100;3;5
49;100;33;30
27;29;12;48
47;2;95;48
40;92;73;34
96;37;56;3
18;71;43;50
73;39;87;33
36;28;52;37
31;67;41;22
54;5;60;30
33;80;95;12
72;5;33;36
36;87;34;40
9;100;87;15
76;88;73;47
59;51;29;42
62;32;48;24
13;52;63;15
72;1;7;39
90;75;75;27
19;57;29;49
1;17;85;7
65;81;25;26
80;12;73;14
98;13;13;33
95;33;37;40
46;16;35;48
43;45;24;32
55;83;85;30
23;41;56;2
68;82;66;37
62;82;42;8
84;67;66;24
84;84;86;16
44;4;1;23
19;45;68;46
47;73;15;13
50;58;86;44
4;88;93;48
97;91;90;18
48;18;44;20
44;38;39;49
48;53;55;27
18;78;91;3
55;46;6;27
74;33;35;3
94;97;7;23
88;69;12;23
82;75;25;33
9;7;19;20
32;75;99;19
8;37;25;7
65;69;41;34
5;55;12;4
15;33;41;11
95;46;7;40
92;52;91;43
7;27;49;23
65;55;6;32
3;58;65;8
53;32;95;11
20;44;58;18
100;57;50;31
16;21;79;42
57;72;15;49
30;8;67;45
66;44;45;48
98;5;48;38
60;88;97;23
18;42;47;1
51;34;52;47
44;76;97;8
81;97;38;47
73;17;27;49
39;60;49;19
55;84;20;44
99;19;47;47
52;14;53;24
27;40;27;44
28;59;65;14
43;47;74;18
27;91;71;26
4;52;49;41
28;22;43;7
81;32;46;7
73;24;39;33
19;12;91;26
59;63;99;17
16;64;97;22
80;25;2;39
20;92;66;26
52;1;4;36
65;59;96;12
86;14;40;12
31;28;4;7
10;6;87;40
25;74;16;15
58;49;98;28
18;86;61;11
92;3;30;16
34;38;34;39
62;99;92;47
6;82;46;21
66;27;84;41
35;25;97;11
38;62;39;31
95;40;95;5
59;3;87;9
11;7;46;45
60;8;21;24
92;20;99;42
6;91;41;11
57;96;90;49
81;36;99;19
51;68;16;29
83;98;51;21
100;22;47;25
20;13;7;15
48;32;74;50
56;75;90;44
37;35;38;11
68;69;4;49
2;25;34;1
61;34;22;23
18;10;69;32
86;34;32;33
92;59;6;13
16;22;64;31
64;31;50;39
86;63;22;20
81;70;76;47
94;50;75;44
19;51;10;28
27;68;3;27
62;10;1;43
65;43;35;36
89;38;6;38
28;85;58;7
27;8;75;46
80;27;77;41
23;48;61;40
86;13;37;17
1;68;8;36
86;19;13;50
4;81;58;39
37;7;93;39
60;17;41;26
42;46;67;14
46;34;46;9
83;78;93;43
97;17;13;19
17;78;17;18
76;66;30;25
80;26;46;38
66;22;77;8
98;98;29;22
96;15;38;48
60;10;55;35
85;12;95;37
48;71;50;20
99;12;2;43
74;25;66;13
40;30;3;12
9;46;47;33
5;41;13;28
6;33;92;13
69;10;15;13
98;100;95;7
90;5;71;28
33;34;87;46
100;71;27;15
44;29;83;47
42;3;39;7
74;47;47;19
50;78;64;2
51;48;2;39
42;7;24;13
64;9;34;29
68;88;39;33
95;81;79;39
34;23;48;3
17;4;63;46
39;97;92;26
81;90;42;19
48;35;30;38
8;59;75;14
81;12;44;11
62;1;55;3
26;51;22;14
50;21;96;2
7;53;23;7
36;100;88;13
63;30;23;29
45;10;2;33
49;30;65;47
76;40;49;46
59;71;10;33
45;68;1;32
92;55;94;12
10;78;35;43
47;37;89;33
66;99;69;5
85;17;43;39
50;90;66;37
20;32;10;48
65;82;83;41
73;62;68;22
93;23;91;19
62;72;40;21
55;62;59;45
69;97;80;46
72;49;79;41
1;45;4;32
21;96;51;19
49;16;90;26
29;80;40;14
71;83;47;38
71;93;94;26
47;50;70;1
72;15;6;29
11;74;4;44
4;27;38;40
97;91;96;44
62;6;98;4
92;7;1;37
66;93;65;6
95;15;48;37
60;81;47;49
53;51;17;36
15;24;20;25
54;13;9;6
58;14;33;50
2;64;93;48
88;49;91;37
90;96;85;20
57;79;5;15
97;52;95;12
40;16;81;6
66;16;76;19
82;20;68;26
8;8;77;49
94;35;46;35
61;67;65;20
92;88;47;6
84;65;79;43
22;82;98;36
6;79;42;41
29;65;35;31
83;88;65;14
37;65;35;27
20;38;46;26
2;44;41;39
81;84;63;26
43;35;4;44
6;11;93;15
46;47;3;41
42;8;30;7
21;10;51;46
52;23;48;49
19;16;91;5
53;85;34;1
44;42;13;26
17;34;28;44
14;51;94;45
43;12;33;46
88;33;11;30
100;92;72;50
2;18;34;10
92;24;15;10
21;34;12;45
13;4;40;23
81;69;51;40
9;26;81;12
70;59;47;12
73;8;77;18
30;44;44;11
55;28;70;47
19;34;31;25
55;56;73;14
79;80;68;26
20;41;81;42
50;56;68;50
84;25;31;21
14;37;14;12
95;26;26;46
84;19;50;45
85;11;58;49
37;81;5;12
90;55;87;42
77;82;42;12
5;94;41;27
100;66;42;15
88;41;94;47
1;71;93;45
34;59;31;13
6;89;40;2
9;14;90;47
24;84;71;12
61;45;31;7
10;40;79;25
76;35;22;39
61;60;83;25
27;56;92;27
89;84;13;18
99;76;93;36
34;91;64;33
53;63;19;32
32;78;77;7
31;60;42;49
62;95;96;38
77;68;13;12
37;82;5;46
59;62;15;27
12;63;15;32
74;14;62;33
4;11;62;49
70;73;43;17
57;27;25;18
26;39;4;25
49;64;26;42
74;50;83;12
24;48;36;37
99;28;54;46
32;42;19;8
41;41;61;41
23;99;9;13
44;92;15;50
77;73;18;17
94;48;56;17
94;70;7;20
24;73;3;3
39;13;54;6
18;57;9;35
46;14;53;37
41;87;47;28
21;12;69;36
59;40;6;47
42;100;20;2
41;18;68;41
64;59;90;36
45;3;11;24
32;76;37;10
44;34;59;30
74;96;1;30
86;58;100;2
20;16;65;10
34;70;62;38
32;19;36;38
98;91;97;41
73;55;4;29
21;89;23;7
65;31;29;42
26;5;91;22
61;43;16;37
85;39;79;35
29;4;51;37
34;86;74;28
48;13;18;3
65;65;13;40
59;89;28;5
33;76;28;1
35;80;70;32
21;47;47;38
55;7;86;21
91;40;12;27
39;77;22;9
71;21;72;36
50;9;60;27
7;4;36;8
53;76;29;27
100;22;48;44
81;44;42;19
51;93;21;2
97;68;69;50
73;19;9;46
42;27;63;13
31;40;91;50
33;34;59;21
33;88;16;41
94;19;70;24
77;7;66;49
72;79;92;19
61;36;12;12
100;7;57;16
19;55;33;41
12;7;73;23
74;12;35;24
90;94;41;18
15;76;82;18
36;72;52;41
33;51;19;16
29;35;100;40
39;70;48;24
74;3;92;41
99;85;62;36
34;16;5;41
7;21;78;17
26;15;52;38
56;96;79;21
25;75;41;24
91;90;98;26
78;91;69;19
89;16;28;18
89;31;29;4
33;19;60;8
66;90;35;22
8;35;70;1
2;70;47;45
82;26;99;27
25;94;15;13
1;57;98;43
99;68;59;17
50;83;100;47
45;93;10;33
80;12;52;45
73;66;18;41
42;58;59;37
50;88;94;41
56;4;76;39
70;2;44;40
77;74;71;1
47;23;54;21
75;1;29;37
59;42;71;38
45;93;85;8
49;51;19;3
46;1;16;10
35;31;79;45
76;4;59;42
89;52;38;13
97;34;47;15
87;4;51;14
20;4;93;4
20;3;14;17
69;76;28;4
87;81;39;36
70;34;54;13
84;98;61;11
21;93;48;12
83;75;38;8
95;64;23;2
48;96;50;9
21;37;17;12
65;46;32;43
32;29;73;49
35;10;64;45
40;22;83;29
47;95;53;25
46;62;3;41
73;17;94;11
93;97;65;15
90;6;71;24
49;73;87;25
15;73;2;18
68;80;65;42
89;26;46;37
85;3;67;27
100;18;37;8
38;11;9;2
5;30;29;32
36;2;40;6
65;78;72;32
24;69;15;20
60;49;74;14
32;76;97;22
28;9;53;24
57;35;41;3
78;36;88;24
74;74;56;33
20;15;91;27
73;39;90;8
83;71;53;13
