55;7;54;6;36;3
88;14;26;29;264;14
22;16;33;57;22;5
12;41;21;64;36;61
18;43;63;31;54;21
72;30;26;40;24;30
48;67;88;19;48;22
31;14;81;8;20;4
74;33;75;29;111;99
26;14;22;31;8;9
90;40;51;38;90;13
35;81;75;48;52;40
17;82;99;42;17;164
79;7;7;30;237;2
58;20;57;4;38;20
44;86;88;24;44;86
54;67;87;28;108;67
97;7;35;15;64;7
44;27;56;50;88;27
83;32;47;79;249;48
81;89;42;16;54;29
72;47;91;30;216;141
6;32;93;45;6;10
27;29;37;34;81;29
57;66;25;18;57;99
67;31;79;70;44;62
36;85;25;36;72;85
13;57;62;41;39;28
64;34;59;44;64;22
70;46;52;52;70;138
70;36;33;44;105;12
74;99;83;43;49;99
21;92;59;38;21;276
12;51;56;43;4;17
39;58;22;21;19;87
61;89;41;3;20;267
73;34;54;39;24;11
34;18;18;14;22;9
56;89;39;8;112;29
37;39;83;29;55;26
4;15;29;43;12;22
42;2;10;18;126;6
87;79;15;11;130;79
33;58;55;75;66;116
31;74;30;54;93;37
45;30;29;31;45;90
82;44;30;44;27;44
84;38;58;80;84;114
100;45;88;10;200;45
62;76;63;38;31;228
69;31;68;73;103;10
99;18;83;79;297;27
76;87;80;28;76;87
67;76;49;55;67;114
86;81;65;43;28;162
33;50;90;93;33;25
54;15;36;68;81;5
17;40;51;48;17;80
83;95;15;35;83;63
52;64;48;49;52;192
54;56;30;69;18;112
81;74;78;35;81;74
15;16;16;38;45;16
71;75;37;77;213;150
34;19;60;40;68;38
30;43;25;10;20;43
95;11;54;30;95;11
43;37;75;33;14;74
32;33;34;5;32;33
86;52;63;39;86;156
80;76;85;42;40;50
27;88;99;27;18;29
32;42;44;48;48;84
42;33;60;56;126;22
36;39;59;39;72;13
98;40;62;34;98;40
5;14;5;24;10;14
50;52;27;60;50;78
16;31;65;48;5;31
29;94;68;12;29;94
70;17;18;15;35;25
81;24;78;50;243;36
1;89;46;11;1;59
45;95;18;17;90;31
65;16;11;23;195;48
92;37;99;31;92;74
53;68;48;94;35;45
25;19;35;53;50;19
17;43;19;51;51;28
52;76;79;51;104;152
22;88;66;17;14;29
32;100;50;23;32;100
5;16;49;36;5;16
57;26;80;4;57;26
55;38;81;45;55;19
18;89;93;5;18;59
44;12;45;40;132;24
75;50;47;26;75;50
4;53;62;4;4;106
56;48;10;12;56;48
34;68;63;15;102;68
62;79;8;29;124;158
77;73;79;25;154;109
54;37;70;54;18;12
69;48;77;45;103;48
23;35;28;35;7;23
63;77;76;8;63;51
56;17;27;17;37;11
26;99;8;28;13;99
18;26;31;34;18;78
37;34;26;35;111;34
55;63;71;69;165;63
13;80;90;38;39;120
20;12;23;21;20;12
4;54;93;23;1;162
14;98;33;26;14;98
52;22;6;10;78;7
87;24;53;9;261;72
56;52;42;44;168;26
46;83;63;52;46;27
24;29;38;40;72;29
14;25;7;22;21;16
61;58;8;74;40;29
17;23;33;33;51;23
7;44;99;19;2;14
34;17;75;84;34;17
74;31;20;55;222;10
75;37;38;61;37;37
34;21;26;40;22;21
75;31;18;1;37;46
16;55;99;29;8;55
32;25;30;28;96;50
30;49;14;54;15;98
38;57;20;56;114;85
21;24;32;29;21;24
70;77;59;80;46;115
70;67;46;11;140;134
84;80;64;30;84;80
32;39;41;33;64;39
9;10;55;12;18;6
36;23;39;26;24;46
18;6;89;12;36;3
63;90;71;49;21;90
4;15;84;30;1;15
70;75;25;35;23;25
47;25;47;66;94;16
8;86;23;18;8;258
42;30;21;41;21;30
9;30;32;37;27;45
65;23;32;11;21;46
22;39;8;7;7;13
22;20;84;26;66;60
86;44;82;47;172;22
48;30;58;36;48;30
38;30;31;38;76;30
100;100;57;10;50;200
52;42;46;65;52;21
57;62;56;47;38;62
27;5;51;22;54;5
58;56;14;28;116;37
1;29;14;10;3;29
94;34;46;43;47;34
72;17;73;87;72;34
41;46;35;50;82;46
69;41;87;68;23;41
90;26;88;1;135;26
83;99;10;44;83;66
66;61;62;31;198;61
34;34;7;34;51;34
2;75;93;40;3;50
80;33;18;45;120;11
9;73;51;33;4;24
8;76;93;2;12;76
92;69;87;12;184;69
28;38;45;45;84;38
9;82;5;31;6;27
48;11;47;42;96;33
6;41;40;6;18;41
10;5;72;24;20;5
69;71;66;79;69;71
39;58;70;70;39;116
3;35;59;38;3;70
35;44;55;39;35;132
25;34;35;38;75;68
33;40;40;47;33;40
34;36;71;33;11;108
89;11;60;15;178;3
81;94;97;37;81;62
18;42;76;23;54;21
84;41;69;58;168;41
42;37;76;40;42;111
43;24;41;10;14;24
65;56;29;31;97;56
59;77;43;43;118;38
68;35;52;6;68;23
39;24;42;29;78;16
68;63;42;25;68;126
88;36;85;20;88;36
71;47;34;11;35;15
77;97;25;8;38;194
91;2;70;34;91;2
32;22;43;40;64;11
52;18;34;3;104;36
29;95;6;1;29;190
16;86;26;41;16;86
18;92;47;26;12;30
51;34;36;36;102;34
16;62;48;50;16;93
26;40;58;85;26;60
10;13;24;12;10;26
69;17;46;69;46;5
11;22;51;75;7;7
77;79;20;4;77;158
52;47;31;53;52;47
59;56;69;5;19;28
43;40;24;44;43;13
6;83;14;27;2;55
59;27;66;10;118;81
36;84;13;12;36;28
52;52;42;39;17;26
98;27;5;23;147;9
87;39;98;7;87;39
19;70;58;29;19;140
49;56;88;44;24;56
68;39;43;1;68;26
29;35;38;26;29;23
89;89;93;23;44;59
83;94;96;82;27;94
27;66;35;83;13;33
41;49;38;71;123;49
84;34;52;8;28;102
60;25;52;37;60;75
68;2;11;14;68;2
38;42;38;64;38;126
57;23;32;20;57;15
16;70;58;37;5;210
11;89;62;58;11;89
10;83;99;25;5;55
72;42;8;58;144;14
24;22;16;18;72;33
52;35;16;44;52;105
60;21;30;33;30;21
83;16;50;6;55;8
92;70;87;35;92;70
76;39;35;47;76;13
63;38;51;67;31;19
60;41;50;83;120;20
65;28;54;36;43;56
78;32;86;11;117;16
45;59;73;42;45;118
8;51;44;34;16;51
28;42;32;8;28;28
73;62;84;68;109;62
75;58;55;43;150;174
43;40;43;46;86;40
81;49;85;74;162;49
40;66;36;43;80;66
35;55;96;19;11;55
67;41;96;34;100;82
3;58;47;22;1;38
42;74;74;42;84;111
33;49;12;53;16;147
57;52;46;78;57;78
11;1;88;14;33;1
3;43;76;23;3;43
48;37;30;3;16;37
40;24;97;32;40;48
31;27;47;41;93;9
73;80;94;88;73;80
59;82;55;48;59;27
74;41;80;28;148;82
32;33;26;17;32;16
55;82;66;52;82;82
42;70;87;31;14;70
84;68;98;16;56;45
28;38;58;75;18;38
83;58;41;45;27;116
79;30;99;9;79;30
15;48;95;38;15;24
46;59;61;37;46;39
24;19;46;5;12;28
74;88;2;12;24;88
5;16;39;33;15;5
28;22;41;34;28;22
44;20;57;47;88;20
84;62;75;48;84;41
28;44;48;30;84;44
95;86;73;58;190;172
62;34;78;44;124;51
95;19;10;20;190;6
56;62;62;46;56;186
23;83;85;82;69;83
67;36;77;1;33;36
79;97;77;12;158;145
68;15;2;44;136;5
96;41;40;39;96;41
36;69;83;22;12;69
37;20;16;63;111;20
14;73;56;46;42;219
86;15;83;17;86;30
94;71;42;78;94;213
8;48;88;39;5;72
3;77;61;46;9;51
74;59;20;38;24;39
61;48;41;34;20;72
54;76;26;23;81;228
87;56;50;16;58;84
16;23;28;67;10;69
48;25;33;62;48;25
64;65;75;55;42;43
17;22;75;49;51;22
43;33;5;12;129;16
38;63;28;27;76;63
54;66;60;45;108;22
34;50;92;19;102;50
4;76;48;33;2;152
51;60;65;82;153;120
8;8;44;38;16;8
45;47;60;40;135;47
79;88;72;23;26;264
35;18;15;22;35;18
85;83;88;17;170;41
54;42;99;23;54;14
33;92;47;11;33;184
78;97;14;16;78;291
29;36;24;8;58;108
26;34;10;19;13;17
58;70;70;98;58;210
92;94;20;39;184;282
62;39;14;36;124;19
92;77;46;9;30;38
62;63;64;35;62;94
31;29;13;25;31;29
70;63;73;47;70;126
91;68;95;22;45;102
88;63;60;46;264;189
10;23;35;46;10;34
85;33;6;88;28;99
38;54;23;15;25;108
92;52;6;18;276;78
46;66;47;46;138;198
33;76;84;29;49;152
73;78;81;70;36;234
58;71;80;46;38;47
95;66;5;16;47;198
83;100;87;17;55;66
2;84;33;43;2;84
2;2;7;10;2;3
38;20;35;27;114;40
45;87;77;41;15;87
49;61;39;37;49;61
45;24;41;15;45;12
31;21;48;8;62;42
57;54;62;60;171;54
64;8;52;15;42;8
47;9;97;15;141;9
97;70;68;5;32;140
45;46;75;32;22;46
15;5;14;35;22;5
38;71;44;7;25;71
95;20;40;7;95;30
47;83;59;5;15;41
86;24;30;66;129;24
93;11;97;18;31;22
100;25;63;37;66;50
70;98;96;50;70;196
27;24;62;5;18;36
28;61;65;54;56;183
51;35;61;40;51;35
71;79;57;61;71;158
92;52;51;39;61;52
79;20;29;79;158;10
49;42;53;72;16;42
90;1;35;13;180;0
28;45;80;21;56;67
93;90;54;26;93;180
20;21;27;80;40;42
78;99;22;44;78;99
92;64;67;38;276;64
36;63;42;41;24;63
12;18;73;9;12;18
50;63;4;20;150;63
36;23;18;16;108;11
32;99;46;19;21;148
90;100;94;32;90;150
60;95;56;57;180;95
65;13;68;24;65;8
69;40;46;41;23;40
33;9;100;43;33;4
22;69;92;35;44;103
41;32;60;73;41;64
34;44;33;66;51;14
54;84;52;80;81;84
60;66;16;26;60;33
51;7;71;18;51;7
71;49;60;66;23;147
12;24;12;19;24;24
64;69;56;57;32;69
80;49;14;29;53;16
35;40;35;29;52;40
42;26;21;53;84;39
52;55;27;59;52;27
65;65;91;45;97;130
30;17;35;50;60;5
48;28;50;21;144;84
33;7;47;41;22;21
74;78;66;52;148;26
96;88;78;45;96;264
34;73;51;28;102;24
56;39;41;46;56;19
27;27;49;36;81;13
85;62;42;61;85;124
41;36;82;25;41;36
32;25;19;30;32;50
22;79;66;9;14;237
82;85;33;59;82;85
77;73;88;25;154;109
34;34;77;18;34;102
63;55;95;40;42;110
44;61;87;12;14;61
46;83;49;5;69;166
27;68;21;65;54;68
80;52;13;57;53;52
44;90;60;38;44;30
56;55;52;57;56;27
58;29;57;41;58;19
22;16;59;39;11;16
21;36;56;87;7;36
52;62;58;29;104;62
13;88;16;19;39;176
2;36;10;47;6;36
53;100;78;5;53;33
79;87;66;86;26;87
60;77;60;18;20;231
49;92;68;89;24;61
1;83;21;30;1;83
27;42;53;39;27;28
77;6;63;38;51;6
39;33;91;43;26;16
32;26;66;23;96;8
94;32;86;32;188;10
66;92;37;45;66;92
72;53;89;98;108;35
21;13;11;27;21;6
89;57;83;66;89;57
80;53;50;28;40;53
91;46;72;4;30;15
25;52;12;19;16;156
19;59;85;32;28;118
78;10;29;30;78;6
87;58;85;20;261;19
45;34;39;54;45;34
36;46;72;14;72;138
92;37;66;14;61;37
60;41;59;68;90;20
19;88;54;1;19;132
83;46;24;22;249;15
78;10;13;42;78;10
21;78;64;12;31;78
28;70;41;17;28;105
65;86;34;41;195;43
1;27;2;1;0;18
65;2;4;19;65;1
80;64;9;4;160;32
55;93;76;34;165;31
80;37;68;79;26;24
97;17;15;32;64;34
37;40;53;47;74;40
47;40;42;41;47;40
70;47;87;40;140;15
43;59;91;36;129;19
49;45;39;60;16;90
51;76;79;14;34;76
84;31;93;22;168;20
59;69;61;54;118;23
77;54;39;10;38;27
79;38;47;37;79;19
19;87;76;1;6;43
10;5;92;29;10;1
72;27;23;15;72;18
17;41;42;13;17;41
35;46;20;57;105;30
38;29;83;8;38;14
62;28;83;74;31;14
27;54;88;62;54;108
54;44;77;72;54;66
40;60;36;42;80;60
86;36;75;59;57;36
66;79;80;23;66;79
62;81;38;40;62;40
5;99;95;25;5;33
38;49;46;17;76;49
50;100;72;37;50;100
57;68;68;23;57;204
28;66;64;48;42;198
83;59;63;46;83;88
32;53;78;9;16;53
22;9;53;63;33;27
64;63;85;53;42;21
34;38;37;35;51;38
34;43;49;38;22;21
54;88;4;12;108;88
55;86;55;41;55;86
74;66;63;62;148;33
39;59;26;48;78;59
49;41;50;43;16;41
33;35;48;37;33;35
4;16;72;61;12;8
50;5;19;34;75;10
29;55;91;43;43;27
74;80;21;27;24;53
45;88;78;88;45;132
77;30;64;98;25;20
78;20;85;10;234;20
5;23;37;18;5;69
18;14;20;13;6;4
47;40;32;37;47;20
55;46;37;39;110;92
64;54;81;11;192;162
69;87;56;65;138;87
71;43;60;12;106;28
63;39;93;71;126;39
33;44;43;25;11;66
66;65;58;28;99;97
27;87;64;16;27;261
3;91;94;24;1;91
71;11;90;17;142;11
92;42;93;45;92;63
29;8;62;2;58;5
64;65;66;65;21;65
61;66;98;15;30;132
26;20;37;40;52;20
45;43;54;54;67;43
89;2;18;28;29;1
2;81;54;23;2;54
17;79;43;21;25;237
22;39;65;66;66;117
39;76;38;36;117;25
35;65;37;71;35;65
50;63;92;31;50;63
13;7;18;25;39;7
13;99;8;49;6;66
63;48;20;33;126;48
65;39;33;58;65;39
77;80;81;57;154;240
97;66;52;56;32;66
33;74;52;47;99;111
71;34;28;34;142;51
15;64;52;41;15;96
45;22;94;4;15;22
94;68;85;36;141;102
31;44;83;26;31;66
58;68;24;89;29;136
46;39;32;38;69;78
21;41;49;37;21;41
94;84;91;53;141;126
33;83;42;50;16;166
16;20;9;40;5;60
77;56;53;90;77;56
62;44;61;39;62;44
59;97;22;12;88;97
66;43;45;12;44;64
90;53;57;15;90;53
27;41;59;17;27;20
31;52;78;83;31;52
75;40;26;7;225;40
71;75;27;38;71;75
77;44;30;48;154;44
52;11;45;55;78;7
50;26;39;36;16;13
42;35;51;33;84;105
25;12;67;5;25;36
35;11;31;45;35;33
52;9;34;8;52;3
41;92;5;34;20;46
76;75;60;54;114;112
2;7;37;49;4;3
35;86;18;23;52;86
19;11;41;8;6;7
50;15;4;7;50;5
78;1;10;32;26;3
37;95;8;32;12;190
9;56;73;28;13;56
