1000
20
1351	1385
431	467
605	704
1310	1361
498	537
1175	1233
1150	1180
913	1010
1317	1344
160	205
446	487
1030	1078
1345	1387
1057	1067
315	327
1295	1347
265	279
583	669
216	279
829	859
583	629
1287	1324
934	955
587	652
362	410
82	149
323	349
112	196
131	201
934	1006
313	370
555	572
1153	1192
975	1009
57	100
1173	1265
584	612
1120	1141
1354	1373
483	572
665	726
325	354
735	773
273	316
296	358
132	172
81	163
1108	1176
435	460
141	189
1072	1083
1116	1161
377	404
278	329
27	97
1319	1329
1017	1099
951	977
400	448
566	664
1381	1395
286	316
277	372
270	343
715	800
874	963
1326	1390
1057	1068
1221	1305
161	220
64	112
14	112
537	595
350	429
1281	1329
732	829
1054	1086
533	613
873	923
315	408
50	149
339	362
1130	1154
256	317
846	933
443	506
869	962
1205	1271
541	616
949	972
1042	1133
1388	1428
58	125
246	341
1139	1167
1142	1239
176	260
604	633
1316	1357
1215	1271
836	894
77	133
360	453
1332	1366
343	377
545	617
1051	1083
984	1018
1379	1406
831	852
1244	1289
515	577
1090	1168
1223	1276
925	1001
971	1005
575	640
1282	1304
1137	1187
1175	1254
1161	1239
1285	1383
52	116
736	788
1193	1235
1095	1116
69	165
458	555
850	935
874	950
2	84
617	677
1158	1219
268	321
1220	1237
936	993
567	615
1198	1249
709	791
618	668
74	105
1376	1415
461	499
104	186
584	645
386	479
322	352
1094	1164
358	369
63	116
328	351
47	127
289	363
64	153
348	438
625	721
950	1030
568	589
879	972
17	109
1023	1118
1391	1401
600	698
1293	1330
959	1057
1156	1166
687	761
1330	1415
124	215
255	339
181	267
894	942
1186	1247
1242	1266
613	680
358	382
1128	1167
703	767
455	470
778	843
779	847
1069	1104
1094	1172
175	221
1129	1171
1348	1371
212	280
1351	1376
507	538
689	714
463	519
933	957
1082	1135
996	1016
785	878
995	1059
1103	1176
1087	1108
125	214
515	539
1255	1268
290	363
551	587
517	554
879	975
588	676
632	701
482	530
598	687
856	938
933	1003
449	482
907	927
1185	1232
1005	1017
1351	1416
540	626
239	253
69	79
774	846
1093	1138
1071	1130
286	314
719	745
332	415
746	840
362	373
972	1033
486	546
14	36
1162	1255
491	529
73	158
982	1081
1259	1276
49	127
1344	1432
1199	1260
188	203
305	333
662	673
60	124
521	586
613	702
654	709
1337	1419
5	29
353	419
10	74
790	800
18	56
217	279
172	253
1335	1345
407	421
607	650
916	979
455	468
668	711
354	367
116	178
949	1003
1232	1262
1082	1133
675	775
993	1008
619	697
925	1021
774	869
182	234
1278	1309
769	848
686	739
74	147
224	289
316	400
220	309
283	329
664	682
954	1001
345	423
97	146
611	671
103	195
194	263
908	945
1090	1129
978	1022
8	59
741	785
26	57
269	352
32	93
50	117
782	875
724	778
389	447
1252	1327
754	769
987	1002
37	54
1079	1094
1386	1412
360	393
640	691
1351	1386
643	740
135	162
100	180
878	963
987	1065
985	1009
511	542
389	472
20	34
961	971
527	575
148	165
614	657
726	779
1183	1268
567	635
143	192
54	77
1160	1217
228	294
907	926
580	594
1105	1198
819	919
50	135
1256	1307
220	288
1246	1264
1294	1361
888	941
1135	1197
19	36
386	475
1073	1097
674	772
566	655
791	841
407	449
598	633
271	302
412	489
575	652
204	255
326	349
1181	1222
768	861
1177	1205
1016	1034
916	992
432	518
526	595
597	630
1311	1336
1068	1153
277	359
689	772
1170	1183
595	693
908	945
819	899
249	260
326	371
603	684
719	774
346	438
855	877
84	100
366	446
1254	1340
702	765
226	285
427	479
595	607
875	960
135	147
892	985
842	930
50	89
636	705
1112	1208
621	636
1005	1058
996	1054
1003	1049
1253	1264
603	696
1080	1174
137	178
496	568
1191	1291
235	272
597	628
178	276
1035	1052
693	727
442	490
491	581
746	799
914	958
1112	1148
1037	1068
554	651
151	197
622	710
712	772
286	373
388	488
1228	1247
381	398
671	750
743	766
1192	1227
264	315
875	935
97	121
1220	1242
413	424
29	104
195	208
137	160
192	224
952	986
1136	1175
286	373
957	1033
1044	1064
293	305
244	337
1102	1184
923	972
671	720
18	57
1184	1255
120	168
547	586
870	910
1235	1326
858	901
521	600
717	737
982	1008
262	338
1291	1314
104	200
1158	1191
603	662
483	564
290	375
1222	1266
223	279
1283	1329
1334	1399
34	45
46	146
453	506
839	881
1012	1077
673	740
1108	1154
1237	1286
1000	1083
706	765
146	209
192	257
792	883
396	463
1039	1066
398	465
813	861
878	967
1351	1419
1378	1391
789	826
883	940
446	460
322	346
338	354
1094	1104
529	559
1162	1194
1231	1255
821	910
359	392
476	535
873	928
778	862
1089	1151
360	449
114	150
796	864
1334	1432
3	47
980	1014
1384	1408
610	676
594	650
816	830
190	278
804	887
1376	1440
1105	1171
650	675
1047	1105
695	742
1176	1206
964	1039
219	243
233	299
1062	1118
459	545
707	770
914	960
918	1011
75	132
742	812
1273	1306
690	743
721	783
408	435
837	904
531	561
1060	1073
1271	1292
695	778
249	325
834	858
792	836
445	471
944	995
986	1050
464	554
1318	1395
673	716
1144	1216
189	281
1333	1428
255	339
949	995
906	976
794	822
724	810
380	402
415	435
610	663
293	319
149	192
956	1021
1033	1088
690	778
425	520
474	554
113	126
275	294
89	169
252	334
100	128
1094	1150
880	967
831	922
14	84
44	111
1180	1227
722	765
1223	1234
1116	1138
1103	1202
896	910
123	195
536	563
1361	1411
986	999
1220	1232
1045	1070
324	375
1198	1234
667	754
1138	1178
637	654
1267	1334
1186	1221
623	715
692	702
332	353
1394	1430
1037	1135
439	488
431	472
36	112
1304	1337
747	810
1016	1088
513	528
769	835
1359	1370
470	529
916	964
333	381
736	785
623	670
340	399
566	637
3	85
1016	1031
1078	1095
1133	1143
64	157
13	101
965	1062
129	228
1271	1320
882	955
536	618
742	801
404	479
320	415
916	972
191	220
1296	1356
720	819
287	339
1362	1395
747	761
965	1052
247	287
845	871
14	28
43	127
1318	1345
497	517
716	791
165	202
1064	1146
751	813
706	764
433	522
468	517
614	680
486	515
1192	1221
1226	1247
1309	1367
835	877
402	469
1146	1191
929	1025
826	878
465	478
162	179
114	136
170	251
391	434
1008	1023
86	157
16	103
629	721
483	529
1312	1408
911	937
801	894
43	137
920	972
1227	1252
637	729
700	780
929	983
